Order Dt,Time,Ticket#,Dish,Qty
2022-03-16,03:36:00,T-2202967,LIQUEURS,2
16/03/2022,04:12:00,T-2202968,spring rolls,1
2022-03-16,04:12:00,T-2202968,Sushi Rolls,1
2022-03-16,04:12:00,T-2202968,potato wedges,1
16/03/2022,04:12:00,T-2202968,APPLE PIE,2
2022-03-16,04:12:00,T-2202968,Coffee,3
2022-03-16,04:48:00,T-2202969,TomatoSoup,1
16/03/2022,04:48:00,T-2202969,Ravioli,5
2022-03-16,04:48:00,T-2202969,roasted potatoes,1
16/03/2022,04:48:00,T-2202969,CHEESECAKE,1
2022-03-16,04:48:00,T-2202969,Soda,1
2022-03-16,05:24:00,T-2202970,bruschetta,1
2022-03-16,05:24:00,T-2202970,Lasagna,4
16/03/2022,05:24:00,T-2202970,Garlic Bread,3
2022-03-16,05:24:00,T-2202970,Rice Pudding,2
16/03/2022,05:24:00,T-2202970,liqueurs,3
2022-03-16,06:00:00,T-2202971,Bruschetta,1
2022-03-16,06:00:00,T-2202971,Steaks,1
2022-03-16,06:00:00,T-2202971,Mashed Potatoes,1
2022-03-16,06:00:00,T-2202971,,1
16/03/2022,06:00:00,T-2202971,Soda,2
2022-03-16,06:36:00,T-2202972,Caesar Salad,1
2022-03-16,06:36:00,T-2202972,Chicken Breast,1
2022-03-16,06:36:00,T-2202972,French Fries,2
2022-03-16,06:36:00,T-2202972,Key Lime Pie,1
2022-03-16,06:36:00,T-2202972,Juice,3
2022-03-16,07:12:00,T-2202973,CALAMARI RINGS,1
16/03/2022,07:12:00,T-2202973,tofu dishes,1
2022-03-16,07:12:00,T-2202973,PILAF,1
16/03/2022,07:12:00,T-2202973,CHOCOLATE PUDDING,1
2022-03-16,07:12:00,T-2202973,Juice,1
16/03/2022,07:48:00,T-2202974,Bruschetta,1
2022-03-16,07:48:00,T-2202974,Tofu Dishes,1
16/03/2022,07:48:00,T-2202974,,2
2022-03-16,07:48:00,T-2202974,Fruit Platter,2
2022-03-16,07:48:00,T-2202974,Vodka,1
2022-03-16,08:24:00,T-2202975,Caesar Salad,2
2022-03-16,08:24:00,T-2202975,FriedFish,1
16/03/2022,08:24:00,T-2202975,naan bread,1
2022-03-16,08:24:00,T-2202975,Custard,1
2022-03-16,08:24:00,T-2202975,Cocktails,1
2022-03-16,09:00:00,T-2202976,Caesar Salad,1
2022-03-16,09:00:00,T-2202976,ravioli,1
2022-03-16,09:00:00,T-2202976,Pilaf,1
2022-03-16,09:00:00,T-2202976,Various Flavors with Toppings,1
16/03/2022,09:00:00,T-2202976,Juice,1
2022-03-16,09:36:00,T-2202977,Spring Rolls,1
2022-03-16,09:36:00,T-2202977,SEAFOOD PASTA,3
16/03/2022,09:36:00,T-2202977,,1
2022-03-16,09:36:00,T-2202977,chocolate pudding,3
16/03/2022,09:36:00,T-2202977,coffee,2
2022-03-16,10:12:00,T-2202978,shrimp cocktail,1
2022-03-16,10:12:00,T-2202978,salads,2
2022-03-16,10:12:00,T-2202978,MIXED VEGETABLE MEDLEY,2
2022-03-16,10:12:00,T-2202978,Fruit Salad,1
2022-03-16,10:12:00,T-2202978,Juice,3
2022-03-16,10:48:00,T-2202979,Tomato Soup,1
2022-03-16,10:48:00,T-2202979,vegetarian pasta,1
2022-03-16,10:48:00,T-2202979,Pilaf,1
2022-03-16,10:48:00,T-2202979,Cherry Pie,1
16/03/2022,10:48:00,T-2202979,Wine,2
2022-03-16,11:24:00,T-2202980,TOMATO SOUP,1
2022-03-16,11:24:00,T-2202980,Burgers,1
16/03/2022,11:24:00,T-2202980,naan bread,1
2022-03-16,11:24:00,T-2202980,Carrot Cake,2
2022-03-16,11:24:00,T-2202980,Soda,1
2022-03-16,12:00:00,T-2202981,bruschetta,2
16/03/2022,12:00:00,T-2202981,Sushi Rolls,1
2022-03-16,12:00:00,T-2202981,Grilled Vegetables,1
2022-03-16,12:00:00,T-2202981,Key Lime Pie,2
16/03/2022,12:00:00,T-2202981,Cocktails,1
2022-03-16,12:36:00,T-2202982,Tomato Soup,1
16/03/2022,12:36:00,T-2202982,Turkey Dishes,2
2022-03-16,12:36:00,T-2202982,DinnerRolls,1
16/03/2022,12:36:00,T-2202982,FruitSalad,2
16/03/2022,12:36:00,T-2202982,lemonade,1
2022-03-16,13:12:00,T-2202983,Spring Rolls,1
2022-03-16,13:12:00,T-2202983,spaghetti,1
2022-03-16,13:12:00,T-2202983,MashedPotatoes,1
2022-03-16,13:12:00,T-2202983,fruit platter,1
2022-03-16,13:12:00,T-2202983,Soda,1
2022-03-16,13:48:00,T-2202984,Caesar Salad,1
2022-03-16,13:48:00,T-2202984,FRIED FISH,1
16/03/2022,13:48:00,T-2202984,GRILLED VEGETABLES,1
16/03/2022,13:48:00,T-2202984,Sliced Fruits,1
2022-03-16,13:48:00,T-2202984,Coffee,1
2022-03-16,14:24:00,T-2202985,shrimp cocktail,1
2022-03-16,14:24:00,T-2202985,Ravioli,2
2022-03-16,14:24:00,T-2202985,Plain Rice,2
2022-03-16,14:24:00,T-2202985,SlicedFruits,2
16/03/2022,14:24:00,T-2202985,,2
16/03/2022,15:00:00,T-2202986,Shrimp Cocktail,1
2022-03-16,15:00:00,T-2202986,Vegetable Stir-Fry,1
16/03/2022,15:00:00,T-2202986,French Fries,1
2022-03-16,15:00:00,T-2202986,apple pie,1
2022-03-16,15:00:00,T-2202986,Coffee,1
2022-03-16,15:36:00,T-2202987,SHRIMP COCKTAIL,2
2022-03-16,15:36:00,T-2202987,burgers,2
2022-03-16,15:36:00,T-2202987,garlic bread,1
16/03/2022,15:36:00,T-2202987,Apple Pie,2
16/03/2022,15:36:00,T-2202987,Water,1
2022-03-16,16:12:00,T-2202988,CAESAR SALAD,2
2022-03-16,16:12:00,T-2202988,Turkey Dishes,1
2022-03-16,16:12:00,T-2202988,GARLIC BREAD,2
16/03/2022,16:12:00,T-2202988,CARROT CAKE,1
2022-03-16,16:12:00,T-2202988,Cocktails,3
2022-03-16,16:48:00,T-2202989,Tomato Soup,1
2022-03-16,16:48:00,T-2202989,lasagna,5
16/03/2022,16:48:00,T-2202989,Grilled Vegetables,1
16/03/2022,16:48:00,T-2202989,Apple Pie,1
2022-03-16,16:48:00,T-2202989,Beer,1
2022-03-16,17:24:00,T-2202990,SHRIMP COCKTAIL,1
16/03/2022,17:24:00,T-2202990,Burgers,1
2022-03-16,17:24:00,T-2202990,MixedVegetableMedley,1
16/03/2022,17:24:00,T-2202990,CarrotCake,1
2022-03-16,17:24:00,T-2202990,soda,1
2022-03-16,18:00:00,T-2202991,TOMATO SOUP,1
2022-03-16,18:00:00,T-2202991,Fettuccine,2
2022-03-16,18:00:00,T-2202991,FriedRice,2
2022-03-16,18:00:00,T-2202991,FRUIT SALAD,2
16/03/2022,18:00:00,T-2202991,Lemonade,2
2022-03-16,18:36:00,T-2202992,GardenSalad,5
2022-03-16,18:36:00,T-2202992,FETTUCCINE,1
2022-03-16,18:36:00,T-2202992,Steamed Vegetables,1
2022-03-16,18:36:00,T-2202992,Custard,3
2022-03-16,18:36:00,T-2202992,Liqueurs,1
16/03/2022,19:12:00,T-2202993,Seafood Skewers,1
2022-03-16,19:12:00,T-2202993,Spaghetti,1
2022-03-16,19:12:00,T-2202993,Fried Rice,1
2022-03-16,19:12:00,T-2202993,Tiramisu,1
2022-03-16,19:12:00,T-2202993,Vodka,1
16/03/2022,19:48:00,T-2202994,Garden Salad,3
2022-03-16,19:48:00,T-2202994,lasagna,1
2022-03-16,19:48:00,T-2202994,PotatoWedges,1
2022-03-16,19:48:00,T-2202994,Carrot Cake,1
2022-03-16,19:48:00,T-2202994,Whiskey,1
2022-03-16,20:24:00,T-2202995,SAMOSAS,3
2022-03-16,20:24:00,T-2202995,RoastedDuck,4
16/03/2022,20:24:00,T-2202995,French Fries,1
2022-03-16,20:24:00,T-2202995,Chocolate Pudding,2
2022-03-16,20:24:00,T-2202995,,2
2022-03-16,21:00:00,T-2202996,Garden Salad,1
16/03/2022,21:00:00,T-2202996,Spaghetti,1
2022-03-16,21:00:00,T-2202996,Grilled Vegetables,1
2022-03-16,21:00:00,T-2202996,CHERRY PIE,1
2022-03-16,21:00:00,T-2202996,,1
2022-03-16,21:36:00,T-2202997,Samosas,3
2022-03-16,21:36:00,T-2202997,Turkey Dishes,3
2022-03-16,21:36:00,T-2202997,FrenchFries,3
2022-03-16,21:36:00,T-2202997,Cheesecake,1
2022-03-16,21:36:00,T-2202997,,1
2022-03-16,22:12:00,T-2202998,Spring Rolls,1
2022-03-16,22:12:00,T-2202998,Salads,1
2022-03-16,22:12:00,T-2202998,Dinner Rolls,1
16/03/2022,22:12:00,T-2202998,apple pie,1
2022-03-16,22:12:00,T-2202998,Lemonade,2
2022-03-16,22:48:00,T-2202999,Spring Rolls,2
2022-03-16,22:48:00,T-2202999,TURKEY DISHES,2
16/03/2022,22:48:00,T-2202999,Dinner Rolls,1
2022-03-16,22:48:00,T-2202999,ChocolatePudding,1
2022-03-16,22:48:00,T-2202999,IcedTea,1
2022-03-16,23:24:00,T-2203000,TomatoSoup,1
2022-03-16,23:24:00,T-2203000,Roasted Duck,1
2022-03-16,23:24:00,T-2203000,Naan Bread,2
2022-03-16,23:24:00,T-2203000,TIRAMISU,2
16/03/2022,23:24:00,T-2203000,COCKTAILS,2
2022-03-17,00:00:00,T-2203001,Chicken Soup,1
2022-03-17,00:00:00,T-2203001,Grilled Fish,2
2022-03-17,00:00:00,T-2203001,Mixed Vegetable Medley,1
17/03/2022,00:00:00,T-2203001,Apple Pie,1
2022-03-17,00:00:00,T-2203001,Beer,1
2022-03-17,00:36:00,T-2203002,garden salad,1
2022-03-17,00:36:00,T-2203002,seafood pasta,1
17/03/2022,00:36:00,T-2203002,Plain Rice,3
17/03/2022,00:36:00,T-2203002,CHERRY PIE,1
2022-03-17,00:36:00,T-2203002,Water,1
2022-03-17,01:12:00,T-2203003,Garden Salad,3
2022-03-17,01:12:00,T-2203003,Steaks,3
17/03/2022,01:12:00,T-2203003,Garlic Bread,2
2022-03-17,01:12:00,T-2203003,FRUIT SALAD,1
2022-03-17,01:12:00,T-2203003,WINE,2
2022-03-17,01:48:00,T-2203004,Spring Rolls,1
17/03/2022,01:48:00,T-2203004,Grilled Fish,1
2022-03-17,01:48:00,T-2203004,POTATO WEDGES,1
2022-03-17,01:48:00,T-2203004,Apple Pie,1
2022-03-17,01:48:00,T-2203004,Juice,1
2022-03-17,02:24:00,T-2203005,SPRING ROLLS,1
2022-03-17,02:24:00,T-2203005,RoastedDuck,1
2022-03-17,02:24:00,T-2203005,Roasted Potatoes,1
2022-03-17,02:24:00,T-2203005,Custard,1
2022-03-17,02:24:00,T-2203005,water,1
17/03/2022,03:00:00,T-2203006,SEAFOOD SKEWERS,1
17/03/2022,03:00:00,T-2203006,STEAKS,1
2022-03-17,03:00:00,T-2203006,plain rice,1
2022-03-17,03:00:00,T-2203006,rice pudding,1
2022-03-17,03:00:00,T-2203006,,3
2022-03-17,03:36:00,T-2203007,calamari rings,2
2022-03-17,03:36:00,T-2203007,vegetarian pasta,1
2022-03-17,03:36:00,T-2203007,STEAMED VEGETABLES,3
2022-03-17,03:36:00,T-2203007,,1
2022-03-17,03:36:00,T-2203007,Water,1
2022-03-17,04:12:00,T-2203008,garden salad,1
2022-03-17,04:12:00,T-2203008,turkey dishes,1
2022-03-17,04:12:00,T-2203008,DinnerRolls,1
2022-03-17,04:12:00,T-2203008,Fruit Salad,5
2022-03-17,04:12:00,T-2203008,Liqueurs,2
17/03/2022,04:48:00,T-2203009,CHICKEN SOUP,2
2022-03-17,04:48:00,T-2203009,RAVIOLI,2
2022-03-17,04:48:00,T-2203009,Dinner Rolls,1
17/03/2022,04:48:00,T-2203009,TIRAMISU,1
2022-03-17,04:48:00,T-2203009,Beer,4
2022-03-17,05:24:00,T-2203010,SpringRolls,1
2022-03-17,05:24:00,T-2203010,Seafood Pasta,1
2022-03-17,05:24:00,T-2203010,GrilledVegetables,1
2022-03-17,05:24:00,T-2203010,Apple Pie,2
2022-03-17,05:24:00,T-2203010,LIQUEURS,1
2022-03-17,06:00:00,T-2203011,SHRIMP COCKTAIL,1
2022-03-17,06:00:00,T-2203011,burgers,1
2022-03-17,06:00:00,T-2203011,Dinner Rolls,1
2022-03-17,06:00:00,T-2203011,Cheesecake,1
2022-03-17,06:00:00,T-2203011,,1
17/03/2022,06:36:00,T-2203012,Caesar Salad,4
17/03/2022,06:36:00,T-2203012,Sushi Rolls,1
2022-03-17,06:36:00,T-2203012,Grilled Vegetables,1
2022-03-17,06:36:00,T-2203012,ApplePie,1
2022-03-17,06:36:00,T-2203012,Liqueurs,1
2022-03-17,07:12:00,T-2203013,garden salad,1
2022-03-17,07:12:00,T-2203013,Lamb Chops,1
2022-03-17,07:12:00,T-2203013,FRIED RICE,1
17/03/2022,07:12:00,T-2203013,Rice Pudding,1
2022-03-17,07:12:00,T-2203013,Water,1
2022-03-17,07:48:00,T-2203014,Caesar Salad,1
2022-03-17,07:48:00,T-2203014,spaghetti,1
2022-03-17,07:48:00,T-2203014,plain rice,1
2022-03-17,07:48:00,T-2203014,Chocolate Cake,1
2022-03-17,07:48:00,T-2203014,iced tea,1
2022-03-17,08:24:00,T-2203015,chicken soup,1
2022-03-17,08:24:00,T-2203015,Grilled Fish,2
17/03/2022,08:24:00,T-2203015,French Fries,2
2022-03-17,08:24:00,T-2203015,custard,1
2022-03-17,08:24:00,T-2203015,SODA,1
2022-03-17,09:00:00,T-2203016,SEAFOOD SKEWERS,1
2022-03-17,09:00:00,T-2203016,Roasted Duck,1
2022-03-17,09:00:00,T-2203016,grilled vegetables,3
2022-03-17,09:00:00,T-2203016,Chocolate Cake,2
2022-03-17,09:00:00,T-2203016,,1
17/03/2022,09:36:00,T-2203017,CALAMARI RINGS,1
2022-03-17,09:36:00,T-2203017,Fettuccine,1
2022-03-17,09:36:00,T-2203017,Dinner Rolls,1
2022-03-17,09:36:00,T-2203017,Chocolate Cake,1
2022-03-17,09:36:00,T-2203017,Vodka,2
2022-03-17,10:12:00,T-2203018,GardenSalad,3
2022-03-17,10:12:00,T-2203018,SALADS,3
2022-03-17,10:12:00,T-2203018,GarlicBread,1
2022-03-17,10:12:00,T-2203018,FruitPlatter,3
2022-03-17,10:12:00,T-2203018,juice,1
2022-03-17,10:48:00,T-2203019,CAESAR SALAD,1
2022-03-17,10:48:00,T-2203019,Burgers,1
2022-03-17,10:48:00,T-2203019,mixed vegetable medley,1
2022-03-17,10:48:00,T-2203019,Cheesecake,1
2022-03-17,10:48:00,T-2203019,Juice,2
2022-03-17,11:24:00,T-2203020,SEAFOOD SKEWERS,1
2022-03-17,11:24:00,T-2203020,Seafood Pasta,1
2022-03-17,11:24:00,T-2203020,FRENCH FRIES,2
2022-03-17,11:24:00,T-2203020,Rice Pudding,1
2022-03-17,11:24:00,T-2203020,JUICE,1
2022-03-17,12:00:00,T-2203021,SPRING ROLLS,1
17/03/2022,12:00:00,T-2203021,Lamb Chops,3
2022-03-17,12:00:00,T-2203021,Mashed Potatoes,2
2022-03-17,12:00:00,T-2203021,Cheesecake,1
17/03/2022,12:00:00,T-2203021,Juice,2
2022-03-17,12:36:00,T-2203022,Spring Rolls,1
2022-03-17,12:36:00,T-2203022,Burgers,1
2022-03-17,12:36:00,T-2203022,Mixed Vegetable Medley,1
2022-03-17,12:36:00,T-2203022,Cheesecake,2
2022-03-17,12:36:00,T-2203022,Liqueurs,1
2022-03-17,13:12:00,T-2203023,Samosas,3
2022-03-17,13:12:00,T-2203023,Lamb Chops,1
2022-03-17,13:12:00,T-2203023,grilled vegetables,1
2022-03-17,13:12:00,T-2203023,Fruit Salad,2
17/03/2022,13:12:00,T-2203023,Juice,1
17/03/2022,13:48:00,T-2203024,Spring Rolls,1
2022-03-17,13:48:00,T-2203024,Grilled Fish,1
2022-03-17,13:48:00,T-2203024,roasted potatoes,1
2022-03-17,13:48:00,T-2203024,CHOCOLATE PUDDING,1
2022-03-17,13:48:00,T-2203024,,1
17/03/2022,14:24:00,T-2203025,Caesar Salad,1
17/03/2022,14:24:00,T-2203025,ChickenBreast,2
2022-03-17,14:24:00,T-2203025,GARLIC BREAD,1
17/03/2022,14:24:00,T-2203025,fruit platter,1
2022-03-17,14:24:00,T-2203025,Whiskey,1
2022-03-17,15:00:00,T-2203026,SHRIMP COCKTAIL,1
2022-03-17,15:00:00,T-2203026,Seafood Pasta,1
2022-03-17,15:00:00,T-2203026,garlic bread,1
17/03/2022,15:00:00,T-2203026,TIRAMISU,1
17/03/2022,15:00:00,T-2203026,,3
2022-03-17,15:36:00,T-2203027,Chicken Soup,2
2022-03-17,15:36:00,T-2203027,sushi rolls,1
2022-03-17,15:36:00,T-2203027,Potato Wedges,2
17/03/2022,15:36:00,T-2203027,rice pudding,1
2022-03-17,15:36:00,T-2203027,,2
17/03/2022,16:12:00,T-2203028,caesar salad,1
2022-03-17,16:12:00,T-2203028,Vegetable Stir-Fry,2
2022-03-17,16:12:00,T-2203028,steamed vegetables,2
2022-03-17,16:12:00,T-2203028,Fruit Platter,2
2022-03-17,16:12:00,T-2203028,Liqueurs,1
2022-03-17,16:48:00,T-2203029,TomatoSoup,1
17/03/2022,16:48:00,T-2203029,LASAGNA,2
17/03/2022,16:48:00,T-2203029,Potato Wedges,4
2022-03-17,16:48:00,T-2203029,TIRAMISU,1
17/03/2022,16:48:00,T-2203029,Beer,2
2022-03-17,17:24:00,T-2203030,samosas,1
2022-03-17,17:24:00,T-2203030,Burgers,2
2022-03-17,17:24:00,T-2203030,steamed vegetables,2
2022-03-17,17:24:00,T-2203030,Tiramisu,1
17/03/2022,17:24:00,T-2203030,Lemonade,2
2022-03-17,18:00:00,T-2203031,bruschetta,1
2022-03-17,18:00:00,T-2203031,Sushi Rolls,1
2022-03-17,18:00:00,T-2203031,,1
2022-03-17,18:00:00,T-2203031,Sliced Fruits,1
2022-03-17,18:00:00,T-2203031,Coffee,1
2022-03-17,18:36:00,T-2203032,ShrimpCocktail,1
2022-03-17,18:36:00,T-2203032,chicken breast,1
17/03/2022,18:36:00,T-2203032,roasted potatoes,2
17/03/2022,18:36:00,T-2203032,Custard,2
2022-03-17,18:36:00,T-2203032,cocktails,1
17/03/2022,19:12:00,T-2203033,ShrimpCocktail,1
2022-03-17,19:12:00,T-2203033,Fettuccine,2
2022-03-17,19:12:00,T-2203033,Steamed Vegetables,1
2022-03-17,19:12:00,T-2203033,,1
17/03/2022,19:12:00,T-2203033,Whiskey,3
2022-03-17,19:48:00,T-2203034,Samosas,1
2022-03-17,19:48:00,T-2203034,GRILLED FISH,2
2022-03-17,19:48:00,T-2203034,Steamed Vegetables,1
2022-03-17,19:48:00,T-2203034,tiramisu,1
2022-03-17,19:48:00,T-2203034,Liqueurs,1
2022-03-17,20:24:00,T-2203035,Samosas,1
2022-03-17,20:24:00,T-2203035,lasagna,1
2022-03-17,20:24:00,T-2203035,Roasted Potatoes,1
2022-03-17,20:24:00,T-2203035,Cheesecake,1
17/03/2022,20:24:00,T-2203035,Wine,1
2022-03-17,21:00:00,T-2203036,Spring Rolls,1
2022-03-17,21:00:00,T-2203036,Roasted Duck,1
2022-03-17,21:00:00,T-2203036,POTATO WEDGES,1
2022-03-17,21:00:00,T-2203036,,1
17/03/2022,21:00:00,T-2203036,Vodka,1
2022-03-17,21:36:00,T-2203037,Bruschetta,2
2022-03-17,21:36:00,T-2203037,Lasagna,1
2022-03-17,21:36:00,T-2203037,FriedRice,1
2022-03-17,21:36:00,T-2203037,Chocolate Pudding,1
2022-03-17,21:36:00,T-2203037,Beer,1
2022-03-17,22:12:00,T-2203038,ChickenSoup,1
17/03/2022,22:12:00,T-2203038,Vegetable Stir-Fry,1
2022-03-17,22:12:00,T-2203038,naan bread,1
2022-03-17,22:12:00,T-2203038,SLICED FRUITS,1
2022-03-17,22:12:00,T-2203038,Whiskey,1
2022-03-17,22:48:00,T-2203039,Bruschetta,1
2022-03-17,22:48:00,T-2203039,Ravioli,1
2022-03-17,22:48:00,T-2203039,garlic bread,1
17/03/2022,22:48:00,T-2203039,Apple Pie,1
2022-03-17,22:48:00,T-2203039,Beer,2
17/03/2022,23:24:00,T-2203040,Garden Salad,3
2022-03-17,23:24:00,T-2203040,Turkey Dishes,1
2022-03-17,23:24:00,T-2203040,PILAF,1
2022-03-17,23:24:00,T-2203040,Carrot Cake,1
2022-03-17,23:24:00,T-2203040,Vodka,1
2022-03-18,00:00:00,T-2203041,chicken soup,2
2022-03-18,00:00:00,T-2203041,Vegetarian Pasta,1
18/03/2022,00:00:00,T-2203041,Steamed Vegetables,2
2022-03-18,00:00:00,T-2203041,Sliced Fruits,6
2022-03-18,00:00:00,T-2203041,Lemonade,1
2022-03-18,00:36:00,T-2203042,Chicken Soup,1
18/03/2022,00:36:00,T-2203042,Pork Chops,1
2022-03-18,00:36:00,T-2203042,Plain Rice,2
2022-03-18,00:36:00,T-2203042,,1
2022-03-18,00:36:00,T-2203042,Lemonade,1
2022-03-18,01:12:00,T-2203043,Chicken Soup,2
2022-03-18,01:12:00,T-2203043,FRIED FISH,2
2022-03-18,01:12:00,T-2203043,STEAMED VEGETABLES,1
2022-03-18,01:12:00,T-2203043,,2
2022-03-18,01:12:00,T-2203043,,2
2022-03-18,01:48:00,T-2203044,Samosas,1
2022-03-18,01:48:00,T-2203044,Lamb Chops,3
18/03/2022,01:48:00,T-2203044,GRILLED VEGETABLES,1
18/03/2022,01:48:00,T-2203044,Fruit Salad,2
18/03/2022,01:48:00,T-2203044,Coffee,2
2022-03-18,02:24:00,T-2203045,Garden Salad,2
2022-03-18,02:24:00,T-2203045,Fettuccine,1
2022-03-18,02:24:00,T-2203045,Grilled Vegetables,3
18/03/2022,02:24:00,T-2203045,sliced fruits,1
2022-03-18,02:24:00,T-2203045,WINE,2
2022-03-18,03:00:00,T-2203046,Bruschetta,4
2022-03-18,03:00:00,T-2203046,lamb chops,3
2022-03-18,03:00:00,T-2203046,Mashed Potatoes,1
2022-03-18,03:00:00,T-2203046,Apple Pie,1
2022-03-18,03:00:00,T-2203046,Beer,1
2022-03-18,03:36:00,T-2203047,Caesar Salad,2
2022-03-18,03:36:00,T-2203047,LASAGNA,1
2022-03-18,03:36:00,T-2203047,plain rice,1
18/03/2022,03:36:00,T-2203047,Various Flavors with Toppings,1
2022-03-18,03:36:00,T-2203047,ICED TEA,1
2022-03-18,04:12:00,T-2203048,Caesar Salad,1
2022-03-18,04:12:00,T-2203048,sushi rolls,2
2022-03-18,04:12:00,T-2203048,Naan Bread,2
2022-03-18,04:12:00,T-2203048,Rice Pudding,1
2022-03-18,04:12:00,T-2203048,Cocktails,2
2022-03-18,04:48:00,T-2203049,Caesar Salad,1
18/03/2022,04:48:00,T-2203049,sushi rolls,3
2022-03-18,04:48:00,T-2203049,Garlic Bread,1
18/03/2022,04:48:00,T-2203049,Key Lime Pie,2
2022-03-18,04:48:00,T-2203049,VODKA,1
18/03/2022,05:24:00,T-2203050,caesar salad,1
2022-03-18,05:24:00,T-2203050,Tofu Dishes,3
2022-03-18,05:24:00,T-2203050,mashed potatoes,2
2022-03-18,05:24:00,T-2203050,Chocolate Cake,1
18/03/2022,05:24:00,T-2203050,Cocktails,2
2022-03-18,06:00:00,T-2203051,Tomato Soup,1
18/03/2022,06:00:00,T-2203051,RAVIOLI,2
2022-03-18,06:00:00,T-2203051,Grilled Vegetables,2
2022-03-18,06:00:00,T-2203051,ChocolatePudding,4
18/03/2022,06:00:00,T-2203051,vodka,1
2022-03-18,06:36:00,T-2203052,CALAMARI RINGS,1
2022-03-18,06:36:00,T-2203052,SEAFOOD PASTA,1
18/03/2022,06:36:00,T-2203052,Mixed Vegetable Medley,2
2022-03-18,06:36:00,T-2203052,Custard,2
18/03/2022,06:36:00,T-2203052,Beer,2
2022-03-18,07:12:00,T-2203053,spring rolls,1
2022-03-18,07:12:00,T-2203053,Sushi Rolls,1
18/03/2022,07:12:00,T-2203053,Steamed Vegetables,1
2022-03-18,07:12:00,T-2203053,CherryPie,2
2022-03-18,07:12:00,T-2203053,Liqueurs,1
18/03/2022,07:48:00,T-2203054,Garden Salad,2
18/03/2022,07:48:00,T-2203054,Steaks,1
2022-03-18,07:48:00,T-2203054,Pilaf,4
2022-03-18,07:48:00,T-2203054,chocolate pudding,3
2022-03-18,07:48:00,T-2203054,Cocktails,2
2022-03-18,08:24:00,T-2203055,Chicken Soup,4
18/03/2022,08:24:00,T-2203055,grilled fish,2
2022-03-18,08:24:00,T-2203055,RoastedPotatoes,1
18/03/2022,08:24:00,T-2203055,,1
2022-03-18,08:24:00,T-2203055,ICED TEA,1
2022-03-18,09:00:00,T-2203056,Bruschetta,1
2022-03-18,09:00:00,T-2203056,Salads,1
18/03/2022,09:00:00,T-2203056,POTATO WEDGES,1
2022-03-18,09:00:00,T-2203056,Sliced Fruits,1
2022-03-18,09:00:00,T-2203056,VODKA,2
2022-03-18,09:36:00,T-2203057,Samosas,3
18/03/2022,09:36:00,T-2203057,Lasagna,2
2022-03-18,09:36:00,T-2203057,Grilled Vegetables,1
2022-03-18,09:36:00,T-2203057,FruitPlatter,2
18/03/2022,09:36:00,T-2203057,LEMONADE,3
2022-03-18,10:12:00,T-2203058,Caesar Salad,1
2022-03-18,10:12:00,T-2203058,Pork Chops,3
18/03/2022,10:12:00,T-2203058,Potato Wedges,1
2022-03-18,10:12:00,T-2203058,CARROT CAKE,2
2022-03-18,10:12:00,T-2203058,Cocktails,1
18/03/2022,10:48:00,T-2203059,Chicken Soup,1
2022-03-18,10:48:00,T-2203059,Roasted Duck,2
2022-03-18,10:48:00,T-2203059,GrilledVegetables,3
2022-03-18,10:48:00,T-2203059,SlicedFruits,1
2022-03-18,10:48:00,T-2203059,Lemonade,3
2022-03-18,11:24:00,T-2203060,Seafood Skewers,2
2022-03-18,11:24:00,T-2203060,Spaghetti,2
2022-03-18,11:24:00,T-2203060,Mashed Potatoes,5
2022-03-18,11:24:00,T-2203060,Rice Pudding,2
2022-03-18,11:24:00,T-2203060,vodka,1
2022-03-18,12:00:00,T-2203061,SHRIMP COCKTAIL,1
2022-03-18,12:00:00,T-2203061,Seafood Pasta,1
2022-03-18,12:00:00,T-2203061,Garlic Bread,2
18/03/2022,12:00:00,T-2203061,chocolate pudding,2
2022-03-18,12:00:00,T-2203061,Vodka,1
2022-03-18,12:36:00,T-2203062,Chicken Soup,1
2022-03-18,12:36:00,T-2203062,VEGETABLE STIR-FRY,3
2022-03-18,12:36:00,T-2203062,Steamed Vegetables,1
2022-03-18,12:36:00,T-2203062,Key Lime Pie,1
18/03/2022,12:36:00,T-2203062,Beer,1
2022-03-18,13:12:00,T-2203063,Tomato Soup,1
2022-03-18,13:12:00,T-2203063,steaks,1
2022-03-18,13:12:00,T-2203063,MIXED VEGETABLE MEDLEY,2
2022-03-18,13:12:00,T-2203063,Tiramisu,3
2022-03-18,13:12:00,T-2203063,Vodka,4
2022-03-18,13:48:00,T-2203064,CaesarSalad,3
2022-03-18,13:48:00,T-2203064,Steaks,1
2022-03-18,13:48:00,T-2203064,,5
18/03/2022,13:48:00,T-2203064,Fruit Platter,1
18/03/2022,13:48:00,T-2203064,Coffee,1
2022-03-18,14:24:00,T-2203065,seafood skewers,2
2022-03-18,14:24:00,T-2203065,Grilled Fish,1
2022-03-18,14:24:00,T-2203065,Dinner Rolls,1
2022-03-18,14:24:00,T-2203065,FruitSalad,1
2022-03-18,14:24:00,T-2203065,VODKA,2
2022-03-18,15:00:00,T-2203066,BRUSCHETTA,2
18/03/2022,15:00:00,T-2203066,FRIED FISH,2
2022-03-18,15:00:00,T-2203066,Dinner Rolls,1
2022-03-18,15:00:00,T-2203066,FruitSalad,2
2022-03-18,15:00:00,T-2203066,Wine,1
